population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Seluruh Populasi,1,Meninggal,75,Austria,3,Gabungan,22,Semua umur,297,Tuberkulosis,1,Angka,2015,61.577181129946524,70.74551083312846,52.53380868933984
1,Seluruh Populasi,1,Meninggal,75,Austria,3,Gabungan,22,Semua umur,297,Tuberkulosis,2,Persentase,2015,7.484051196091153E-4,8.597787945167222E-4,6.392210824829598E-4
1,Seluruh Populasi,1,Meninggal,75,Austria,3,Gabungan,22,Semua umur,297,Tuberkulosis,3,Laju,2015,0.7160586018374534,0.8226737671953963,0.6108965189540109
1,Seluruh Populasi,1,Meninggal,10,Kamboja,3,Gabungan,22,Semua umur,297,Tuberkulosis,1,Angka,2015,5289.460581730797,9028.023690309908,3075.1162314016647
1,Seluruh Populasi,1,Meninggal,10,Kamboja,3,Gabungan,22,Semua umur,297,Tuberkulosis,2,Persentase,2015,0.06276481279772816,0.10740011208491934,0.03708920505448604
1,Seluruh Populasi,1,Meninggal,10,Kamboja,3,Gabungan,22,Semua umur,297,Tuberkulosis,3,Laju,2015,34.12567955111105,58.2455315953113,19.839533629891466
1,Seluruh Populasi,1,Meninggal,126,Kosta Rika,3,Gabungan,22,Semua umur,297,Tuberkulosis,1,Angka,2015,47.21266504236346,55.60124250398129,40.4055018934669
1,Seluruh Populasi,1,Meninggal,126,Kosta Rika,3,Gabungan,22,Semua umur,297,Tuberkulosis,2,Persentase,2015,0.002216776465921537,0.002595011527011469,0.0019145323559690414
1,Seluruh Populasi,1,Meninggal,126,Kosta Rika,3,Gabungan,22,Semua umur,297,Tuberkulosis,3,Laju,2015,0.9800945801142141,1.154234279655063,0.838783690288353
1,Seluruh Populasi,1,Meninggal,11,Indonesia,3,Gabungan,22,Semua umur,297,Tuberkulosis,1,Angka,2015,93700.68325525554,123517.34889930642,72437.78324177847
1,Seluruh Populasi,1,Meninggal,11,Indonesia,3,Gabungan,22,Semua umur,297,Tuberkulosis,2,Persentase,2015,0.059306036532937464,0.077967717114404,0.0459274673554869
1,Seluruh Populasi,1,Meninggal,11,Indonesia,3,Gabungan,22,Semua umur,297,Tuberkulosis,3,Laju,2015,36.02774513872738,47.49219975518038,27.85219810980187
1,Seluruh Populasi,1,Meninggal,45,Bulgaria,3,Gabungan,22,Semua umur,297,Tuberkulosis,1,Angka,2015,107.1738837925397,120.54927676924613,94.15277483617987
1,Seluruh Populasi,1,Meninggal,45,Bulgaria,3,Gabungan,22,Semua umur,297,Tuberkulosis,2,Persentase,2015,9.735804943180658E-4,0.0011011610941498377,8.549289686911171E-4
1,Seluruh Populasi,1,Meninggal,45,Bulgaria,3,Gabungan,22,Semua umur,297,Tuberkulosis,3,Laju,2015,1.4501969646485917,1.6311827944926347,1.2740050416104718
1,Seluruh Populasi,1,Meninggal,28,Pulau Solomon,3,Gabungan,22,Semua umur,297,Tuberkulosis,1,Angka,2015,109.90877741444152,142.59213227898266,80.38878064006943
